"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","enrichment_factor"
"GO:0006836","GO:0006836","neurotransmitter transport","31/1975","142/12275",0.0433290587604526,0.082891623361901,0.0404039349318648,"Syb/Syx1A/Arf102F/CG15279/Arf51F/sky/Arl1/SH3PX1/Rop/CanB2/nej/lqf/blot/Exn/bdg/unc-13/Syx7/alphaSnap/Scamp/NFAT/Nrx-IV/DCTN1-p150/Snap29/Csp/Cirl/Letm1/Snap24/HDAC6/Dys/Tomosyn/Frq2",31,1.35683722588697
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process","17/1975","78/12275",0.113469953037529,0.180239049370356,0.0878540741221407,"Adk2/rut/AdSS/Paics/Pdhb/ras/Cyt-c1/Scox/CG17691/Aprt/Ac78C/ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/ATPsynB/AMPdeam",17,1.35459266471925
"GO:0010970","GO:0010970","transport along microtubule","17/1975","78/12275",0.113469953037529,0.180239049370356,0.0878540741221407,"Lsd-2/futsch/Rab1/g/pk/jar/Khc-73/Fmr1/Klp98A/ATP6AP2/Arp1/Mob4/DCTN1-p150/Dlic/Khc/Kap3/didum",17,1.35459266471925
"GO:0070085","GO:0070085","glycosylation","22/1975","101/12275",0.0804896569949495,0.137308687051148,0.0669284908678029,"CG33774/Stt3A/CG7840/rt/Stt3B/fng/tw/CG33977/Ostgamma/CG34056/wol/Alg11/Pmm2/mmy/CG3038/ttv/Alg2/O-fut1/Uggt/Tollo/meigo/CG8668",22,1.35380373480386
"GO:0016081","GO:0016081","synaptic vesicle docking","5/1975","23/12275",0.306970043407735,0.407456093528775,0.198606672457752,"Syb/Syx1A/unc-13/Syx7/Nrx-IV",5,1.35112823335168
"GO:0032465","GO:0032465","regulation of cytokinesis","5/1975","23/12275",0.306970043407735,0.407456093528775,0.198606672457752,"cindr/Lam/Rok/cdc14/nuf",5,1.35112823335168
"GO:0046854","GO:0046854","phosphatidylinositol phosphorylation","5/1975","23/12275",0.306970043407735,0.407456093528775,0.198606672457752,"Pi3K92E/PI4KIIIalpha/Socs16D/fwd/Pi3K68D",5,1.35112823335168
"GO:0051299","GO:0051299","centrosome separation","5/1975","23/12275",0.306970043407735,0.407456093528775,0.198606672457752,"ens/grp/chb/DCTN1-p150/Khc",5,1.35112823335168
"GO:0090306","GO:0090306","spindle assembly involved in meiosis","5/1975","23/12275",0.306970043407735,0.407456093528775,0.198606672457752,"SRPK/sau/larp/Klp10A/mgr",5,1.35112823335168
"GO:0045187","GO:0045187","regulation of circadian sleep/wake cycle, sleep","8/1975","37/12275",0.235891170056575,0.331097489422155,0.16138713269386,"EcR/CrebB/InR/mld/Pka-C1/trsn/Nca/cyc",8,1.34382483749572
"GO:0051336","GO:0051336","regulation of hydrolase activity","47/1975","218/12275",0.0195233084353853,0.0423002785554779,0.0206184609860208,"rpr/hid/Spn55B/Strn-Mlck/RhoGAP18B/scf/Spn42Da/ens/Spn100A/sky/CG14806/Spn88Ea/Timp/REG/PlexA/PlexB/CG17883/Rgl/cer/RhoGAP93B/RhoGAP19D/RN-tre/wts/hbs/mtSSB/CG9135/Crag/Acf/BI-1/mle/CG43366/strat/Diap1/Dredd/Crk/Pu/endos/Dark/drongo/C3G/Jafrac2/CenB1A/CG42684/CG5521/CG34408/Spn77Ba/mbc",47,1.33997212867263
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","20/1975","93/12275",0.102251329752862,0.16654835236017,0.0811808059590073,"Adk2/PlexA/rut/AdSS/CG6767/Shmt/Paics/Pdhb/ras/Cyt-c1/Scox/CG17691/Aprt/Ac78C/ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/ATPsynB/AMPdeam",20,1.336599972778
"GO:0042493","GO:0042493","response to drug","53/1975","247/12275",0.0151218589330734,0.0338480739938281,0.0164985956813117,"Tdc1/Ddc/Mdr49/Jra/scb/Pde8/Vrp1/spz/sgg/Cyp18a1/Pkc98E/esg/moody/Arf51F/S6k/EcR/Sirt1/rut/Fas2/InR/hang/dnc/Tao/Gbs-70E/rho/Shmt/Bx/dlg1/dco/slpr/Pka-C1/CG17734/Indy/p38b/Drat/aru/Galphas/Cat/Akap200/Ac78C/slif/ple/trol/Gclm/ben/Egfr/Pka-R2/Prestin/hppy/S/cyc/mura/cher",53,1.33362373802081
"GO:0072521","GO:0072521","purine-containing compound metabolic process","39/1975","182/12275",0.0339661186425609,0.0673173658049164,0.0328125612390468,"Pde8/Scsalpha1/Adk2/PlexA/Hex-A/rut/AdSS/Gapdh1/CG6767/PyK/Shmt/CG5065/Paics/Pdhb/Pde11/Ahcy/ras/Dg/Cyt-c1/CG8306/Scox/Hmgs/CG17691/Hmgcr/Pglym78/ScsbetaG/Aprt/Tpi/Ac78C/CG11811/ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/ATPsynB/CG7069/Eno/Gapdh2/AMPdeam",39,1.33182640144665
"GO:0007033","GO:0007033","vacuole organization","12/1975","56/12275",0.179757173695244,0.264138599267782,0.128749303548018,"spin/Atg8a/SH3PX1/CG11781/Atg17/or/Rab14/DOR/CG14184/Rab7/Snx6/Vps4",12,1.33182640144665
"GO:0006612","GO:0006612","protein targeting to membrane","9/1975","42/12275",0.225042823056726,0.316796122496359,0.154416205171017,"Sec61alpha/Srp9/Vsp37A/boca/Srp54k/Sec63/CG1598/cora/Srp72",9,1.33182640144665
"GO:0019751","GO:0019751","polyol metabolic process","9/1975","42/12275",0.225042823056726,0.316796122496359,0.154416205171017,"CG10082/Sptr/IP3K1/norpA/pr/Pu/Inos/Tpi/CG6910",9,1.33182640144665
"GO:0071897","GO:0071897","DNA biosynthetic process","9/1975","42/12275",0.225042823056726,0.316796122496359,0.154416205171017,"Smg5/PCNA/E2f1/chif/pic/geminin/Caf1-55/Smg6/mip40",9,1.33182640144665
"GO:0006885","GO:0006885","regulation of pH","6/1975","28/12275",0.289563812864452,0.390281660817304,0.190235324019607,"Vha100-1/Nhe2/CG8177/Rbcn-3B/Rab14/Nhe3",6,1.33182640144665
"GO:0030641","GO:0030641","regulation of cellular pH","6/1975","28/12275",0.289563812864452,0.390281660817304,0.190235324019607,"Vha100-1/Nhe2/CG8177/Rbcn-3B/Rab14/Nhe3",6,1.33182640144665
"GO:0043467","GO:0043467","regulation of generation of precursor metabolites and energy","6/1975","28/12275",0.289563812864452,0.390281660817304,0.190235324019607,"EcR/Gbs-70E/srl/GlyS/Dg/COX7A",6,1.33182640144665
"GO:0000266","GO:0000266","mitochondrial fission","3/1975","14/12275",0.396910984671009,0.505207226846145,0.246253591047193,"fog/Opa1/Fis1",3,1.33182640144665
"GO:0000916","GO:0000916","actomyosin contractile ring contraction","3/1975","14/12275",0.396910984671009,0.505207226846145,0.246253591047193,"Rab11/fwd/ghi",3,1.33182640144665
"GO:0006998","GO:0006998","nuclear envelope organization","3/1975","14/12275",0.396910984671009,0.505207226846145,0.246253591047193,"Dd/Lam/Bsg25D",3,1.33182640144665
"GO:0008333","GO:0008333","endosome to lysosome transport","3/1975","14/12275",0.396910984671009,0.505207226846145,0.246253591047193,"spin/Rab7/car",3,1.33182640144665
"GO:0031937","GO:0031937","positive regulation of chromatin silencing","3/1975","14/12275",0.396910984671009,0.505207226846145,0.246253591047193,"scny/HP1c/Cp190",3,1.33182640144665
"GO:0034389","GO:0034389","lipid droplet organization","3/1975","14/12275",0.396910984671009,0.505207226846145,0.246253591047193,"Pkc98E/Rab18/CG9186",3,1.33182640144665
"GO:0036213","GO:0036213","contractile ring contraction","3/1975","14/12275",0.396910984671009,0.505207226846145,0.246253591047193,"Rab11/fwd/ghi",3,1.33182640144665
"GO:0042219","GO:0042219","cellular modified amino acid catabolic process","3/1975","14/12275",0.396910984671009,0.505207226846145,0.246253591047193,"Ahcy/CG2811/Dark",3,1.33182640144665
"GO:0043271","GO:0043271","negative regulation of ion transport","3/1975","14/12275",0.396910984671009,0.505207226846145,0.246253591047193,"Usp2/Nedd4/Ent2",3,1.33182640144665
"GO:0045833","GO:0045833","negative regulation of lipid metabolic process","3/1975","14/12275",0.396910984671009,0.505207226846145,0.246253591047193,"Lsd-2/Akt1/schlank",3,1.33182640144665
"GO:0050916","GO:0050916","sensory perception of sweet taste","3/1975","14/12275",0.396910984671009,0.505207226846145,0.246253591047193,"Galphas/Ac78C/Galphao",3,1.33182640144665
"GO:0090151","GO:0090151","establishment of protein localization to mitochondrial membrane","3/1975","14/12275",0.396910984671009,0.505207226846145,0.246253591047193,"CG34132/CG3776/CG31229",3,1.33182640144665
"GO:0097501","GO:0097501","stress response to metal ion","3/1975","14/12275",0.396910984671009,0.505207226846145,0.246253591047193,"Zip89B/Catsup/ZnT86D",3,1.33182640144665
"GO:1903313","GO:1903313","positive regulation of mRNA metabolic process","3/1975","14/12275",0.396910984671009,0.505207226846145,0.246253591047193,"Upf1/Tis11/Rpb7",3,1.33182640144665
"GO:1904262","GO:1904262","negative regulation of TORC1 signaling","3/1975","14/12275",0.396910984671009,0.505207226846145,0.246253591047193,"Sesn/wrd/Akt1",3,1.33182640144665
"GO:2001023","GO:2001023","regulation of response to drug","3/1975","14/12275",0.396910984671009,0.505207226846145,0.246253591047193,"Pde8/S6k/Sirt1",3,1.33182640144665
"GO:0043543","GO:0043543","protein acylation","25/1975","117/12275",0.0792513413928654,0.135516973449366,0.0660551543731506,"HDAC4/Sirt1/trx/CG34449/lid/nej/upSET/Gug/CoRest/dom/CG12316/chif/E(Pc)/wds/Ing5/brm/PR-Set7/Naa20A/Nipped-A/Caf1-55/pont/Taf10b/HDAC1/CG12560/CG32163",25,1.32803202423456
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis","61/1975","286/12275",0.0110336903052671,0.0259040139658673,0.0126264157016386,"RpS14b/Rheb/AGO1/Fib/Prp8/CG14057/Nop60B/nop5/SmD3/CG3198/RpL24-like/snRNP-U1-C/CG4038/CG13096/CG4364/CG7637/CG1789/Sf3a2/CG11417/SmE/l(3)72Ab/NHP2/CG4022/CG6712/Rs1/CG1646/SNRPG/Mys45A/CG7006/CG8545/FBXO11/eIF2gamma/Non3/hfp/CG32409/RpLP0-like/CG3224/CG11583/Surf6/RpS14a/icln/mRpL22/AGO2/me31B/eIF4B/CG1542/mRpS11/Smn/r2d2/pont/SmD2/mRpL11/CG9344/MCTS1/mRpL1/eIF3a/mxt/eIF5/SmD1/CG4866/Prp19",61,1.32561742055413
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","13/1975","61/12275",0.172480649797155,0.258855655057365,0.126174233529248,"Spn55B/Spn42Da/Spn100A/Spn88Ea/Timp/cer/wts/CG9135/BI-1/CG43366/Diap1/endos/Spn77Ba",13,1.32454866154804
"GO:0031123","GO:0031123","RNA 3'-end processing","17/1975","80/12275",0.135098043950595,0.209853265468515,0.102288956825116,"Rbp1-like/Trf4-1/SC35/Fib/Nop60B/Pcf11/elav/Fip1/Fmr1/swm/IntS6/Srp54/CycC/Rbp1/IntS4/Rsf1/hrg",17,1.32072784810127
"GO:0000077","GO:0000077","DNA damage checkpoint","7/1975","33/12275",0.273984127186815,0.372066056843895,0.181356476581996,"CHES-1-like/gpp/Mnn1/PhKgamma/grp/PR-Set7/Cdk1",7,1.31837360951285
"GO:0002778","GO:0002778","antibacterial peptide production","7/1975","33/12275",0.273984127186815,0.372066056843895,0.181356476581996,"Rel/spz/Parp/Gprk2/Tab2/Dredd/PGRP-LC",7,1.31837360951285
"GO:0002780","GO:0002780","antibacterial peptide biosynthetic process","7/1975","33/12275",0.273984127186815,0.372066056843895,0.181356476581996,"Rel/spz/Parp/Gprk2/Tab2/Dredd/PGRP-LC",7,1.31837360951285
"GO:0002786","GO:0002786","regulation of antibacterial peptide production","7/1975","33/12275",0.273984127186815,0.372066056843895,0.181356476581996,"Rel/spz/Parp/Gprk2/Tab2/Dredd/PGRP-LC",7,1.31837360951285
"GO:0002808","GO:0002808","regulation of antibacterial peptide biosynthetic process","7/1975","33/12275",0.273984127186815,0.372066056843895,0.181356476581996,"Rel/spz/Parp/Gprk2/Tab2/Dredd/PGRP-LC",7,1.31837360951285
"GO:0007475","GO:0007475","apposition of dorsal and ventral imaginal disc-derived wing surfaces","7/1975","33/12275",0.273984127186815,0.372066056843895,0.181356476581996,"by/Dl/mew/rhea/dpy/mam/shot",7,1.31837360951285
"GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle","7/1975","33/12275",0.273984127186815,0.372066056843895,0.181356476581996,"puc/kay/PEK/stg/grp/Sap30/Cdk1",7,1.31837360951285
"GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition","7/1975","33/12275",0.273984127186815,0.372066056843895,0.181356476581996,"puc/kay/PEK/stg/grp/Sap30/Cdk1",7,1.31837360951285
"GO:0030031","GO:0030031","cell projection assembly","39/1975","184/12275",0.0395696169944677,0.0771848483051763,0.0376222766808735,"CG14995/Pvf1/Arp3/Pvr/ena/SH3PX1/Rho1/Arpc4/sn/hep/Nop17l/Fmr1/SCAR/Abl/cdc14/Bug22/unc-119/aPKC/Klp10A/shg/alphaTub84D/Rac1/CaMKII/HSPC300/btl/cpb/Arpc2/kug/bnl/Rab35/Myo10A/Egfr/baz/Kap3/LRR/dia/shot/Cdc42/Hem",39,1.31735002751789
"GO:0048069","GO:0048069","eye pigmentation","11/1975","52/12275",0.205403186273415,0.297707382549688,0.14511176431854,"Culd/Cnx99A/esg/g/arr/or/EMC3/cm/Pu/car/PAPLA1",11,1.31475170399221
"GO:0072329","GO:0072329","monocarboxylic acid catabolic process","11/1975","52/12275",0.205403186273415,0.297707382549688,0.14511176431854,"Lpin/CG4598/HIPP1/CG5044/Arc42/CG9577/SERCA/Pex16/CG7860/Thiolase/CRAT",11,1.31475170399221
"GO:0006352","GO:0006352","DNA-templated transcription, initiation","24/1975","114/12275",0.0961957241421695,0.158475584401071,0.0772458897622835,"Trf2/Sec13/Rbp1-like/Rpt3/SC35/Taf7/TfIIA-S/Taf4/skd/MED31/caz/RpII15/CG18600/Srp54/Rpt4/Rpt5/Rpb7/TfIIA-L/Taf10b/Ssb-c31a/Rbp1/M1BP/Rsf1/MED1",24,1.30846102598268
"GO:0031570","GO:0031570","DNA integrity checkpoint","8/1975","38/12275",0.259871578243909,0.356449571669142,0.173744519845302,"CHES-1-like/gpp/nej/Mnn1/PhKgamma/grp/PR-Set7/Cdk1",8,1.30846102598268
"GO:0048278","GO:0048278","vesicle docking","8/1975","38/12275",0.259871578243909,0.356449571669142,0.173744519845302,"Syb/Syx1A/Rop/unc-13/Syx7/Nrx-IV/car/Slh",8,1.30846102598268
"GO:0070588","GO:0070588","calcium ion transmembrane transport","8/1975","38/12275",0.259871578243909,0.356449571669142,0.173744519845302,"PMCA/SPoCk/fwe/Stim/EMRE/SERCA/Prestin/Letm1",8,1.30846102598268
"GO:0001895","GO:0001895","retina homeostasis","4/1975","19/12275",0.366129916169348,0.472706022533019,0.230411501207288,"Culd/Cnx99A/norpA/crb",4,1.30846102598268
"GO:0006672","GO:0006672","ceramide metabolic process","4/1975","19/12275",0.366129916169348,0.472706022533019,0.230411501207288,"schlank/GlcT/SMSr/iPLA2-VIA",4,1.30846102598268
"GO:0008299","GO:0008299","isoprenoid biosynthetic process","4/1975","19/12275",0.366129916169348,0.472706022533019,0.230411501207288,"qless/CG7840/Hmgs/Hmgcr",4,1.30846102598268
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","4/1975","19/12275",0.366129916169348,0.472706022533019,0.230411501207288,"rpr/futsch/Naa20A/Debcl",4,1.30846102598268
"GO:0044773","GO:0044773","mitotic DNA damage checkpoint","4/1975","19/12275",0.366129916169348,0.472706022533019,0.230411501207288,"CHES-1-like/Mnn1/PhKgamma/Cdk1",4,1.30846102598268
"GO:0045476","GO:0045476","nurse cell apoptotic process","4/1975","19/12275",0.366129916169348,0.472706022533019,0.230411501207288,"spin/E2f1/lola/mdy",4,1.30846102598268
"GO:0051053","GO:0051053","negative regulation of DNA metabolic process","4/1975","19/12275",0.366129916169348,0.472706022533019,0.230411501207288,"tsu/Acn/mago/RnpS1",4,1.30846102598268
"GO:0007059","GO:0007059","chromosome segregation","44/1975","210/12275",0.0361628251537914,0.0713190389448176,0.0347631002031259,"Dp1/bel/oaf/eIF4E1/Eb1/sgg/east/lwr/Trf4-1/Gli/ph-p/BuGZ/Su(var)2-HP2/Fim/bif/cv-c/Tlk/pds5/vih/dmt/sca/Rok/Mi-2/Chro/grp/chb/mod(mdg4)/Nnf1a/Bub3/CycA/Klp10A/corto/Nipped-B/JIL-1/DCTN1-p150/Pp2A-29B/CG15237/cana/Moe/Rpn10/Pp1-87B/crb/wdb/Bub1",44,1.30223025919228
"GO:0098813","GO:0098813","nuclear chromosome segregation","40/1975","191/12275",0.0443436077984613,0.0842948462067761,0.0410879090443237,"bel/oaf/eIF4E1/Eb1/sgg/east/lwr/Trf4-1/Gli/ph-p/BuGZ/Su(var)2-HP2/Fim/bif/cv-c/pds5/vih/dmt/sca/Rok/Mi-2/Chro/grp/chb/mod(mdg4)/Nnf1a/Bub3/CycA/Klp10A/corto/Nipped-B/JIL-1/DCTN1-p150/CG15237/cana/Moe/Rpn10/Pp1-87B/crb/Bub1",40,1.30161044469481
"GO:0034655","GO:0034655","nucleobase-containing compound catabolic process","32/1975","153/12275",0.0672659995464738,0.11803279165702,0.0575328246753644,"mbf1/Trf4-1/AGO1/tsu/LSm7/dUTPase/DCP2/Edc3/Smg5/twin/Rcd-1/Rga/nonC/Upf1/Fmr1/Tis11/RpLP0-like/Ahcy/CG8891/Rpb7/LSm3/Pop2/rump/CG14118/Smg6/CG8360/CG2091/CG9125/CG11486/CG6330/su(sable)/Ire1",32,1.29990899313312
"GO:0034754","GO:0034754","cellular hormone metabolic process","10/1975","48/12275",0.235096487604666,0.330142802612885,0.16092178888519,"Eip75B/Cyp18a1/eIF4EHP/mld/woc/foxo/CG9518/Npc2a/usp/CG9503",10,1.29483122362869
"GO:0000038","GO:0000038","very long-chain fatty acid metabolic process","5/1975","24/12275",0.341071384722034,0.445339131410156,0.217072034040768,"Baldspot/Sc2/bond/Hacd1/Pex16",5,1.29483122362869
"GO:0006109","GO:0006109","regulation of carbohydrate metabolic process","5/1975","24/12275",0.341071384722034,0.445339131410156,0.217072034040768,"Myc/Gbs-70E/GlyS/Cbl/Dg",5,1.29483122362869
"GO:0009312","GO:0009312","oligosaccharide biosynthetic process","5/1975","24/12275",0.341071384722034,0.445339131410156,0.217072034040768,"fbp/Pgant7/Pgant5/Pgant2/CG8668",5,1.29483122362869
"GO:0017157","GO:0017157","regulation of exocytosis","5/1975","24/12275",0.341071384722034,0.445339131410156,0.217072034040768,"Syx1A/jar/NFAT/corn/Tomosyn",5,1.29483122362869
"GO:0032007","GO:0032007","negative regulation of TOR signaling","5/1975","24/12275",0.341071384722034,0.445339131410156,0.217072034040768,"Sesn/Rheb/wrd/Akt1/Cul1",5,1.29483122362869
"GO:0051402","GO:0051402","neuron apoptotic process","5/1975","24/12275",0.341071384722034,0.445339131410156,0.217072034040768,"rpr/futsch/Naa20A/fwe/Debcl",5,1.29483122362869
"GO:1901992","GO:1901992","positive regulation of mitotic cell cycle phase transition","5/1975","24/12275",0.341071384722034,0.445339131410156,0.217072034040768,"sgg/stg/vih/ci/fzr",5,1.29483122362869
"GO:0048284","GO:0048284","organelle fusion","15/1975","72/12275",0.172691649513968,0.259037474270952,0.126262857824167,"Syx1A/Rab11/Pld/Opa1/Bet1/Syx7/alphaSnap/Rab7/Snx6/Snap29/Membrin/Chchd3/Snap24/car/CG6512",15,1.29483122362869
"GO:0019725","GO:0019725","cellular homeostasis","48/1975","231/12275",0.0339739046986311,0.0673173658049164,0.0328125612390468,"mbl/Atox1/Cnx99A/Fer2LCH/Vha100-1/Fer1HCH/Nhe2/PMCA/Best1/Hex-A/CG8177/prtp/norpA/Gyf/chif/Rbcn-3B/capt/srl/Rab14/CG7430/SPoCk/scaf6/Txl/Dg/fwe/icln/Catsup/CG6523/uex/CG9302/Scox/Prx6005/Stim/Debcl/Grx1/Fhos/EMRE/anne/Csp/SERCA/Trxr-1/Dark/Nhe3/mib2/Jafrac2/Dys/Plap/IscU",48,1.29146802564524
"GO:0000280","GO:0000280","nuclear division","71/1975","343/12275",0.0130906400130069,0.0300002505226541,0.0146230477929581,"bel/LamC/oaf/eIF4E1/Eb1/sgg/east/lwr/eIF4G2/Arf51F/trbl/Gli/ph-p/SRPK/sau/dpn/Rab1/nej/BuGZ/Rab11/Non1/Su(var)2-HP2/Fim/bif/cv-c/Sxl/pds5/vih/larp/dmt/Lam/sca/Rok/Chro/grp/fwd/mamo/chb/mod(mdg4)/Xpc/cdc14/ago/Nnf1a/Non3/Bub3/CycA/Klp10A/CG8188/bond/corto/PI31/Nipped-B/Mob4/JIL-1/DCTN1-p150/CG15237/Cdk1/pont/Pp2B-14D/cana/Moe/Rpn10/endos/hyd/Pp1-87B/mgr/ex/Non2/Bub1/Cog3/fzr",71,1.28652618371037
"GO:0031109","GO:0031109","microtubule polymerization or depolymerization","12/1975","58/12275",0.213876886224832,0.301998405801384,0.1472033414553,"Eb1/ens/futsch/alpha-Spec/chb/mlt/Klp10A/Khc/Jupiter/beta-Spec/shot/Patronin",12,1.28590135312091
"GO:0042147","GO:0042147","retrograde transport, endosome to Golgi","6/1975","29/12275",0.31975631213175,0.422676500630828,0.206025568520421,"Vps29/CG13784/Rab6/Snx1/Snx6/Membrin",6,1.28590135312091
"GO:0043631","GO:0043631","RNA polyadenylation","6/1975","29/12275",0.31975631213175,0.422676500630828,0.206025568520421,"Trf4-1/Pcf11/Fip1/Fmr1/swm/hrg",6,1.28590135312091
"GO:0090407","GO:0090407","organophosphate biosynthetic process","44/1975","213/12275",0.0445436912364268,0.0842948462067761,0.0410879090443237,"CG10082/Scsalpha1/Adk2/CG6145/PlexA/Pi3K92E/rut/AdSS/CG6767/IP3K1/dUTPase/norpA/Paics/Nadsyn/Pld/GAA1/Pdhb/CG33977/ras/PIG-B/Cyt-c1/Dak1/Scox/Dhod/e(r)/Hmgs/CG17691/CG2846/Pi3K68D/Aprt/Inos/Uck/Tpi/Ac78C/CG5757/ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/ATPsynB/SMSr/Pisd/Pcyt1/AMPdeam",44,1.28388898793606
"GO:0042048","GO:0042048","olfactory behavior","19/1975","92/12275",0.146504279786141,0.223713897575977,0.109045056598181,"Pino/scb/sgg/AGO1/rut/futsch/Fas2/dnc/Dyrk2/Fmr1/scrib/Adf1/Pka-C1/me31B/mnb/aru/Pp1-87B/Egfr/shi",19,1.28357182168409
"GO:0055082","GO:0055082","cellular chemical homeostasis","26/1975","126/12275",0.103812914897107,0.16890103479027,0.0823275759698452,"Atox1/Cnx99A/Fer2LCH/Vha100-1/Fer1HCH/Nhe2/PMCA/Best1/Hex-A/CG8177/norpA/Rbcn-3B/Rab14/SPoCk/scaf6/fwe/Catsup/CG6523/uex/Scox/Stim/EMRE/anne/SERCA/Nhe3/IscU",26,1.28249949768937
"GO:0009064","GO:0009064","glutamine family amino acid metabolic process","7/1975","34/12275",0.301126342181668,0.402126441471683,0.196008835593295,"SelD/slgA/Gdh/Got1/CG1764/CG7860/Got2",7,1.27959791511541
"GO:0009311","GO:0009311","oligosaccharide metabolic process","7/1975","34/12275",0.301126342181668,0.402126441471683,0.196008835593295,"Myc/fbp/Treh/Pgant7/Pgant5/Pgant2/CG8668",7,1.27959791511541
"GO:0051345","GO:0051345","positive regulation of hydrolase activity","22/1975","107/12275",0.130067823913318,0.203134093359748,0.0990138250124191,"rpr/hid/Strn-Mlck/RhoGAP18B/scf/CG14806/REG/Rgl/RhoGAP93B/RN-tre/hbs/mtSSB/Crag/mle/strat/Dredd/Dark/C3G/Jafrac2/CG5521/CG34408/mbc",22,1.27788950668402
"GO:0048285","GO:0048285","organelle fission","74/1975","360/12275",0.0135063032339049,0.0305162008019967,0.0148745378792799,"bel/LamC/oaf/eIF4E1/Eb1/sgg/east/lwr/eIF4G2/Arf51F/trbl/Gli/ph-p/SRPK/sau/dpn/Rab1/nej/BuGZ/Rab11/Non1/Su(var)2-HP2/Fim/bif/cv-c/fog/Sxl/pds5/vih/larp/dmt/Lam/sca/Rok/Chro/grp/fwd/mamo/chb/mod(mdg4)/Xpc/cdc14/ago/Nnf1a/Non3/Opa1/Bub3/CycA/Klp10A/CG8188/Fis1/bond/corto/PI31/Nipped-B/Mob4/JIL-1/DCTN1-p150/CG15237/Cdk1/pont/Pp2B-14D/cana/Moe/Rpn10/endos/hyd/Pp1-87B/mgr/ex/Non2/Bub1/Cog3/fzr",74,1.27756680731364
"GO:0006099","GO:0006099","tricarboxylic acid cycle","8/1975","39/12275",0.284541851369012,0.386039603527935,0.18816761440378,"Scsalpha1/CG7430/CG5028/SdhD/SdhC/CG5214/ScsbetaG/kdn",8,1.27491074326517
"GO:0006873","GO:0006873","cellular ion homeostasis","24/1975","117/12275",0.12034602961651,0.190636045815604,0.0929218909994455,"Atox1/Cnx99A/Fer2LCH/Vha100-1/Fer1HCH/Nhe2/PMCA/CG8177/norpA/Rbcn-3B/Rab14/SPoCk/scaf6/fwe/Catsup/CG6523/uex/Scox/Stim/EMRE/anne/SERCA/Nhe3/IscU",24,1.27491074326517
"GO:0046700","GO:0046700","heterocycle catabolic process","36/1975","176/12275",0.0720583916912085,0.125449482636325,0.0611479487082147,"mbf1/b/Trf4-1/AGO1/tsu/LSm7/dUTPase/DCP2/Edc3/Smg5/twin/Rcd-1/Rga/nonC/Upf1/Fmr1/slgA/Tis11/RpLP0-like/Ahcy/CG17896/CG8891/Rpb7/LSm3/Pop2/rump/CG14118/Smg6/CG8360/CG2091/CG9125/CG11486/Tet/CG6330/su(sable)/Ire1",36,1.27128883774453
"GO:0008652","GO:0008652","cellular amino acid biosynthetic process","9/1975","44/12275",0.269582694683713,0.368519160157963,0.179627609694171,"b/SelD/Shmt/Cbs/slgA/Adi1/Got1/Dhfr/Got2",9,1.27128883774453
"GO:0030148","GO:0030148","sphingolipid biosynthetic process","9/1975","44/12275",0.269582694683713,0.368519160157963,0.179627609694171,"Baldspot/bond/Hacd1/schlank/ghi/GlcT/SMSr/iPLA2-VIA/egh",9,1.27128883774453
