Geneid,0h-T5-1,0h-T5-2,0h-T5-3,0h-T5-4,2h-T5-1,2h-T5-2,2h-T5-3,2h-T5-4,C-L3-T5-1,C-L3-T5-2,C-L3-T5-3,C-L3-T5-4
Arpc1,3507,3609,9377,2051,8523,6179,5704,6111,3542,2454,2776,2100
Orc5,4,31,137,2,22,22,46,0,94,0,12,0
DNApol-gamma35,0,0,0,0,0,0,0,0,0,0,0,0
GatC,0,0,0,0,0,0,0,0,0,0,0,0
RpII33,99,134,33,62,136,78,43,118,492,53,426,53
mRpS23,99,122,244,68,346,141,286,216,347,341,503,245
CenG1A,81,167,256,67,348,116,260,197,14,187,106,239
CG33307,0,64,33,5,39,22,23,36,27,0,0,336
CG33306,1,0,0,0,48,1,1,19,0,0,0,0
CG8997,15,26,0,0,10,0,0,0,0,57,0,0
CG7916,0,0,0,0,0,0,0,0,0,0,0,0
CG7953,0,0,0,0,0,0,0,0,0,0,0,0
CG7968,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44848,0,0,0,0,0,0,0,0,0,0,0,0
Smg5,138,573,611,125,137,161,108,126,834,331,549,263
Ance,496,488,2104,604,839,458,587,583,2563,1746,1106,1660
Ance-2,0,0,0,0,0,0,0,0,12,12,0,6
Acyp,0,0,0,0,0,0,0,0,0,0,0,0
Ance-3,0,1,0,0,0,0,0,0,3,123,0,0
Vajk1,0,0,0,0,0,0,0,0,0,0,0,0
CG42711,1,8,0,0,57,32,132,391,0,67,0,0
Vajk2,0,0,0,0,35,0,0,0,0,29,46,0
Vajk3,93,7,1,17,16,3,56,0,1,0,11,0
NimA,0,0,0,0,0,0,0,0,0,0,0,0
NimB1,0,0,0,0,0,7,0,0,0,0,0,0
NimB2,5,6,1,0,1,11,0,0,57,214,117,2679
NimB3,2,22,0,0,19,1,4,20,53,8,35,536
NimB4,0,11,0,0,89,22,45,0,32,0,90,1157
NimB5,0,2,0,0,31,7,68,15,39,0,51,989
He,1,97,0,0,180,43,135,223,0,44,0,40
NimC1,0,0,82,1,442,32,49,53,3,18,4,94
Cyp28a5,0,0,0,0,0,0,0,0,0,0,37,1306
NimC2,0,6,0,0,194,7,77,118,0,0,31,3011
rk,148,162,65,149,289,94,86,165,89,36,16,133
CG42692,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Gln-CTG-4-1,0,0,0,0,0,0,0,0,0,0,0,0
bgm,111,124,1,1,75,82,6,0,131,2,0,175
NimC3,0,1,2,0,7,2,1,2,0,0,0,0
asRNA:CR44849,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45352,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR31840,0,0,0,0,0,0,0,0,0,0,0,0
hll,0,0,1,0,0,0,0,0,0,0,100,2002
CG18095,0,0,0,0,0,0,0,0,0,0,0,4
lncRNA:CR45284,0,0,0,0,0,0,0,0,0,0,0,0
nAChRalpha5,0,0,0,0,0,0,0,0,0,0,0,0
NimC4,0,0,97,0,67,68,247,324,0,0,0,0
CG46301,0,0,0,0,4,0,0,0,0,0,0,0
CG15293,0,3,0,0,0,0,0,0,0,1,0,263
CG31769,0,3,0,0,0,0,0,0,0,0,32,22
CG43332,0,0,0,0,0,0,0,0,0,0,0,0
CG43333,0,0,0,0,20,9,0,0,0,0,0,0
Dyrk2,117,61,0,0,516,99,183,312,43,0,177,0
lncRNA:CR44727,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44728,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44216,0,0,0,0,0,0,0,0,0,0,0,0
wb,5,46,20,23,299,33,28,22,18,0,3,3
lncRNA:CR44729,0,0,0,0,0,0,0,0,0,0,0,0
CG32971,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43639,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43640,0,0,0,12,0,0,0,0,0,0,0,0
ms(2)34Fe,0,0,0,0,0,0,0,0,0,0,0,0
CG33090,0,81,0,11,200,0,0,0,0,26,254,0
CG15286,0,0,0,0,0,0,0,0,0,0,0,0
Send2,0,0,0,0,0,0,0,0,0,0,0,0
mTTF,48,103,1700,81,120,113,291,498,432,220,319,534
l(2)34Fc,0,2,0,0,0,2,1,4,0,1,3,0
asRNA:CR44850,0,0,0,0,0,0,0,0,0,0,0,0
CG43052,0,0,0,0,0,0,0,0,0,0,0,0
l(2)34Fd,81,74,3,81,79,153,84,76,380,158,661,178
Rab14,748,622,1319,499,1740,946,1311,1583,599,324,1003,849
lncRNA:CR44851,1,0,0,0,8,1,6,0,0,0,0,0
Pgant35A,1,1,0,0,1,0,0,12,0,0,0,0
asRNA:CR43463,0,0,0,0,0,0,0,0,0,0,0,0
spel1,0,60,134,6,1,14,0,0,0,342,0,234
ppk,0,27,0,0,0,0,0,0,0,0,0,0
elB,219,197,104,39,476,193,163,362,150,188,200,192
lncRNA:CR44733,0,0,0,0,0,0,0,0,0,0,1,0
Pburs,0,0,0,0,27,1,0,0,0,0,0,0
Cpr35B,0,35,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44732,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45726,0,0,0,0,0,0,0,0,0,0,0,0
CG15283,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44730,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44731,0,0,0,0,0,0,0,0,0,0,0,0
noc,26,155,403,41,355,69,111,217,138,21,37,164
tRNA:Pro-AGG-1-1,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45303,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45693,0,4,0,0,0,0,0,0,14,0,0,0
tRNA:Gly-GCC-1-4,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Gly-GCC-1-5,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Gly-GCC-1-6,0,0,0,0,0,0,0,0,0,0,0,0
CG33648,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Gly-GCC-1-7,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Gly-GCC-2-1,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44852,0,0,0,0,0,0,0,0,0,0,0,0
CG4218,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44853,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44854,0,0,0,0,0,0,0,0,0,18,0,0
lncRNA:CR44855,0,0,0,0,0,0,0,0,0,0,0,0
CG3473,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44856,0,0,0,0,0,0,0,0,0,0,0,0
CG42680,0,0,0,0,3,1,4,16,0,0,0,0
tRNA:Pro-AGG-1-2,0,0,0,0,0,0,0,0,0,0,0,0
osp,79,118,10,17,108,82,3,19,34,0,7,0
tRNA:Pro-AGG-1-3,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Pro-AGG-1-4,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43411,0,0,0,0,0,0,0,0,0,0,14,0
Adh,0,0,0,0,0,0,0,0,0,0,0,0
Adhr,0,0,0,0,0,0,0,0,0,0,0,0
CG15282,9,3,0,0,1,2,36,16,59,17,52,19
CG34165,0,0,0,0,0,0,0,0,0,0,0,0
CG42685,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44857,0,0,0,0,0,0,0,0,0,0,0,0
CG31835,0,0,0,0,0,0,0,0,0,0,0,0
CG31775,14,49,0,0,29,0,15,12,74,16,165,2959
CG42585,0,0,0,0,0,0,0,0,0,0,0,0
CG42586,17,25,0,0,10,0,4,5,47,10,146,2621
CG34166,90,570,2,11,291,22,295,91,1254,312,2084,38771
CG42681,0,0,0,0,0,0,0,0,16,0,0,56
CG42587,4,2,0,0,11,1,18,0,29,0,0,18
lncRNA:CR46411,0,0,0,0,0,0,0,0,0,0,0,0
CR45458,0,0,5,0,0,0,0,0,0,0,0,0
CG4691,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44858,0,0,0,0,0,0,0,0,0,0,0,0
CSN1a,0,0,0,0,0,0,0,0,0,0,0,0
CG4701,0,0,0,0,0,0,0,0,0,0,0,0
CG4650,0,2,0,0,0,2,45,0,0,0,1,149
CR15280,0,0,0,0,0,0,0,0,0,0,0,0
CG18636,0,0,0,0,0,0,0,0,0,0,0,0
CG18420,0,0,0,0,0,0,0,0,0,0,0,0
CG33308,0,0,0,0,0,0,0,0,0,0,0,0
CG33309,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43805,0,0,0,0,0,0,0,0,0,0,0,0
CG42682,0,0,0,0,0,0,0,0,0,0,0,0
CG15279,2,24,0,10,21,122,61,34,216,0,0,0
CG4480,0,0,0,0,0,0,0,0,0,0,0,0
CG15278,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45727,0,0,0,0,0,0,0,0,0,0,0,0
ProtA,0,0,0,0,0,0,0,0,0,0,0,0
ProtB,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45302,0,0,0,0,0,0,0,0,0,0,0,0
side-II,0,0,0,0,0,0,0,0,0,0,0,0
CG3491,0,0,0,0,0,0,0,0,3,0,0,0
lncRNA:CR45331,0,0,0,0,0,0,0,0,0,0,0,0
mol,0,0,0,0,0,0,0,0,197,162,0,6
DCTN5-p25,317,354,1311,145,519,303,529,512,324,241,343,153
l(2)35Be,530,694,1396,267,587,340,928,1010,950,574,734,971
NC2beta,164,57,207,46,240,106,70,245,234,103,254,186
THG,357,51,393,28,197,127,92,277,143,190,360,197
Rnmt,500,608,880,437,1292,665,678,1165,916,488,773,256
lncRNA:CR43856,0,0,0,0,0,0,0,0,0,0,0,0
GABA-B-R1,0,0,0,0,0,0,0,0,0,0,0,0
CG33310,0,0,0,0,0,0,0,0,0,0,0,0
CG31832,0,0,0,0,0,0,0,0,0,0,0,0
yellow-c,367,287,568,213,1908,1436,1033,2351,23,43,25,16
CIAPIN1,456,1087,1844,393,1357,647,685,637,689,743,1034,290
Su(H),166,24,205,94,77,54,50,39,198,64,30,89
ck,172,218,32,33,343,129,65,305,311,140,22,161
CG33679,0,0,0,0,8,7,0,3,0,0,0,0
TfIIS,897,673,2032,303,1427,759,763,669,1175,739,1110,683
solo,0,0,0,0,0,0,0,0,0,0,0,0
vas,0,0,0,0,0,0,0,0,0,0,0,0
vig,1579,1390,3838,767,3293,2012,1139,2938,3489,2560,3020,1952
CG15270,0,0,0,0,0,0,0,0,0,0,0,0
CG15269,0,0,0,0,0,0,5,0,0,0,0,0
stc,225,303,60,119,117,117,30,325,244,479,301,310
lncRNA:CR43853,0,0,0,0,0,0,0,0,0,0,0,0
CR44706,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43854,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Leu-TAA-3-1,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44771,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44770,0,0,0,0,0,0,0,0,0,0,0,0
CG4168,0,0,0,0,0,0,0,0,0,0,0,0
Sfp35C,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43357,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44196,0,0,0,0,0,0,0,0,0,0,0,0
CG43230,0,0,0,0,0,0,0,0,0,0,0,0
ZnT35C,0,0,0,0,0,0,0,0,0,0,0,0
dao,0,0,0,0,0,0,0,0,0,0,0,0
Pol32,42,29,9,44,59,34,50,48,75,230,243,8
Uxt,287,502,1509,219,680,332,864,1009,277,250,570,369
yuri,0,127,0,23,250,73,172,443,242,13,295,160
Cul3,511,1066,625,264,1327,552,405,694,817,350,440,1135
UK114,95,106,693,63,102,82,149,51,211,153,394,951
lncRNA:CR43682,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45349,0,0,0,0,0,0,0,0,0,0,0,0
CG15263,0,0,0,0,0,0,0,0,0,0,0,0
CG15260,0,0,0,0,0,0,0,0,0,0,0,0
ms(2)35Ci,0,0,0,0,0,0,0,0,0,0,1,0
lncRNA:CR43764,0,0,0,0,0,0,0,0,0,0,0,0
CG15262,0,0,0,0,0,0,0,0,0,0,0,0
nht,0,0,0,0,0,0,0,0,0,0,0,0
esg,0,2,0,13,134,60,83,0,0,0,0,0
CG15258,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44859,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45373,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR46408,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44860,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45374,0,0,0,0,0,0,0,0,0,0,0,0
CG44869,0,0,0,0,0,0,0,0,0,0,0,0
wor,0,0,0,0,0,0,0,0,0,0,0,0
CG4161,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44861,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44862,0,6,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44863,15,0,0,0,0,1,0,0,0,0,0,0
lncRNA:CR45353,0,0,0,0,0,0,0,0,0,0,0,0
sna,0,0,0,0,0,0,0,0,0,0,0,0
Tim17b2,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45293,0,0,0,0,0,0,0,0,0,0,0,0
lace,381,784,1566,380,1103,669,454,589,794,561,635,476
lncRNA:CR44864,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43761,0,0,0,0,0,0,0,0,0,0,0,0
Skadu,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45728,0,0,0,0,0,0,0,0,0,0,0,0
CG15256,0,0,0,0,0,0,0,0,0,0,0,0
kek3,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44865,0,0,0,0,0,0,0,0,0,0,0,0
CG15255,0,0,0,0,0,0,0,0,0,0,0,0
Semp1,0,0,0,0,0,0,0,0,0,0,0,0
CG15254,0,0,0,0,0,0,0,0,0,0,0,0
CG15253,0,0,0,0,0,0,0,0,0,0,0,0
CG11865,0,0,0,0,0,0,0,0,0,0,0,0
Or35a,0,0,0,0,0,0,0,0,0,0,0,0
CG7631,0,0,0,0,0,0,0,0,0,0,0,0
CG18480,0,0,0,0,240,0,0,0,0,0,0,0
CG4587,0,0,0,0,0,0,0,0,0,0,0,0
CG44141,0,0,0,0,0,0,0,0,0,0,0,0
CG18477,0,0,0,0,0,0,0,0,0,0,0,0
CG18478,0,0,0,0,0,0,0,0,0,0,0,0
CG43923,0,0,0,0,0,0,0,0,0,0,0,0
CG44140,0,0,0,0,0,0,0,0,0,0,0,0
CG31780,0,0,0,0,0,0,0,0,0,0,0,0
CG31827,0,0,0,0,0,0,0,0,0,0,0,0
CG43924,0,0,0,0,0,0,0,0,0,0,0,0
CycE,165,115,159,50,124,24,12,5,183,128,14,106
lncRNA:CR44974,0,2,0,0,7,0,7,4,29,16,0,0
asRNA:CR44866,0,0,0,0,0,0,0,0,0,0,0,0
ND-B17,418,302,1329,255,466,531,646,593,903,629,937,353
snRNA:U5:35D,0,0,0,0,0,0,0,0,0,0,0,0
Mtr4,1,116,0,45,4,48,100,0,297,179,305,43
Gli,101,360,142,415,168,313,332,179,192,300,349,338
CG3793,728,397,1335,208,1105,519,402,617,754,557,832,451
wek,67,150,154,51,243,94,24,139,181,275,264,346
Ku80,175,150,189,82,222,60,279,67,201,172,146,8
CG31826,0,0,0,0,0,0,0,0,0,0,0,0
CG43760,0,0,0,0,0,0,0,0,0,0,0,0
CG18109,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44602,0,0,0,0,0,0,0,0,0,0,0,0
CG42876,0,0,0,0,0,0,0,22,0,0,0,0
lncRNA:CR44601,0,0,0,0,0,0,0,0,0,0,0,0
CG18518,0,0,0,0,0,0,0,0,0,0,0,0
CR31822,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45694,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43763,0,0,0,0,0,0,0,0,0,0,0,0
CG13243,0,0,0,0,0,0,0,0,0,0,0,0
Tektin-A,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR42791,0,0,0,0,0,0,0,0,0,0,0,0
CG42792,0,0,0,0,0,0,0,0,0,0,0,0
CG7653,0,0,0,0,0,0,0,0,0,0,0,0
CG44475,0,0,0,0,0,0,0,22,0,0,0,0
CR31824,0,0,0,0,0,0,0,0,0,0,0,0
Tep1,0,63,69,0,627,253,102,5,14,0,0,1
CG31735,0,0,0,0,0,0,0,0,0,0,0,0
CG31823,0,0,0,0,0,0,0,0,0,0,0,0
CG31821,0,0,0,0,0,0,0,0,0,0,0,0
beat-Ib,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44867,0,0,0,0,0,0,0,4,0,0,0,0
lncRNA:CR44868,0,0,0,0,0,0,12,22,0,0,0,0
CG13244,0,0,0,0,0,0,0,0,0,0,0,0
CG4793,106,21,0,0,0,1,138,0,0,0,0,0
CG12448,0,0,0,0,0,0,0,0,0,0,0,0
CG18063,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43803,0,0,0,0,0,0,0,0,0,0,0,0
CG10839,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43412,0,0,0,0,0,0,0,0,0,0,0,0
beat-Ic,0,0,0,0,0,19,0,0,0,0,0,0
lncRNA:CR43825,0,0,0,0,0,0,0,0,0,0,0,0
CG34167,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43826,0,0,0,0,0,0,0,0,0,0,0,0
CG43816,0,0,0,0,0,0,0,0,0,0,0,0
CG13245,0,0,0,0,0,0,0,0,0,0,0,0
CG31820,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44844,0,0,0,0,0,0,0,0,0,0,0,0
CG45084,0,0,0,0,0,0,0,0,0,0,0,0
BicC,0,0,0,0,0,0,0,0,0,0,0,0
beat-Ia,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44870,0,0,0,0,0,0,0,0,0,0,0,0
CG4891,0,0,0,0,0,0,0,0,0,0,0,0
CG4892,0,0,0,0,0,0,0,0,0,0,0,0
CG34168,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44871,0,0,0,0,0,0,0,0,0,0,0,0
Ca-alpha1D,0,0,0,1,49,0,0,0,0,0,0,0
asRNA:CR43806,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44734,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44735,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44736,0,0,0,0,0,0,0,0,0,0,0,1
CG31819,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43840,0,0,0,0,0,0,0,0,0,0,0,0
Ca-Ma2d,0,0,0,0,0,13,0,0,0,0,0,0
CG42818,0,0,0,0,0,0,0,0,0,0,0,0
PRL-1,527,571,939,242,1081,489,711,640,630,448,554,371
CG46309,0,0,0,0,0,0,0,0,0,0,0,0
EndoGI,817,945,2164,485,1516,848,1085,1151,713,1291,1425,590
twe,4,38,147,21,49,57,45,62,74,39,56,1
CG4935,125,128,515,158,151,89,218,68,264,77,71,76
crp,226,179,219,25,441,166,81,67,258,128,224,286
pkaap,0,59,238,4,75,32,67,81,163,115,6,27
CG17329,0,14,68,0,0,0,0,0,0,0,0,0
CG13258,0,11,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44899,0,0,0,0,0,0,0,0,0,0,0,0
Cyp303a1,0,0,0,0,0,0,0,0,0,0,0,0
heix,118,537,873,331,722,603,450,547,188,299,336,260
CG17328,136,64,1263,81,217,140,21,121,169,86,216,18
GMF,631,1083,2680,416,815,262,1073,1092,579,288,332,384
c(2)M,21,6,4,4,14,2,16,0,3,0,0,0
CG5861,358,631,2133,471,757,494,657,720,503,290,832,555
Syx5,3131,2629,6831,1629,4484,2994,3117,2444,2375,1971,2287,1472
cni,1240,1218,3954,633,1834,915,1918,2014,796,692,1263,1424
fzy,11,0,0,9,106,7,30,0,188,5,71,0
cact,269,247,320,202,771,348,404,370,377,242,607,440
CG4278,258,371,461,190,561,290,287,360,726,281,617,189
mRpL4,65,127,443,101,258,231,172,275,516,246,568,240
CG4440,0,0,0,0,0,0,0,0,0,0,0,0
CG31817,0,0,0,0,0,0,0,48,0,29,0,100
CG42266,0,0,0,0,0,0,0,0,0,0,0,0
CG44405,0,0,0,0,0,0,0,0,0,0,0,0
chif,156,117,700,158,170,100,12,70,623,130,250,247
CG42231,0,0,0,0,0,0,0,0,0,0,0,0
CG4455,2219,2123,4605,994,4457,2987,2218,1735,1406,1046,1472,1219
CaBP1,11707,12930,33917,6252,28063,18055,19235,21605,9266,5646,8840,4805
jhamt,0,0,0,0,18,0,0,0,0,0,0,0
CG5888,18,0,0,0,368,31,228,237,0,0,0,229
snoRNA:Me28S-A2958,0,0,0,0,0,0,0,0,0,0,0,0
Idgf1,0,0,0,0,0,5,0,0,0,0,0,0
Idgf2,70,105,0,0,385,136,225,292,343,396,148,1300
Idgf3,0,36,0,0,81,11,11,0,52,0,0,788
dac,0,0,0,0,6,2,0,0,0,0,0,0
Nepl8,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44994,0,3,0,0,15,4,8,0,0,0,0,0
Tpr2,1062,587,1666,529,1452,816,576,1033,1712,977,1453,801
CG5953,138,353,874,149,362,131,82,188,227,90,134,181
mir-4943,0,0,0,0,0,0,0,0,0,0,0,0
snoRNA:Me28S-C1237,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45354,0,0,0,0,0,2,0,0,0,0,0,0
lncRNA:CR45355,0,0,0,0,0,1,0,0,0,0,0,0
CG31816,0,0,0,0,0,0,0,0,0,0,0,0
mtgo,132,298,583,203,413,250,368,458,243,62,273,375
CG5968,0,3,0,5,0,1,0,5,0,0,0,0
snoRNA:Me18S-G1506,0,0,0,0,0,0,0,0,0,0,0,0
CG31815,0,0,36,7,0,0,0,4,0,14,0,75
CG4631,0,0,214,0,14,0,1,4,0,0,102,0
lncRNA:CR44151,0,0,0,0,0,0,0,0,2,0,6,0
Trpgamma,0,0,0,0,0,0,0,0,0,0,0,0
her,309,274,494,38,467,248,349,631,254,151,267,248
mir-2497,0,0,0,0,0,0,0,0,0,0,0,0
grp,280,862,1422,417,997,536,387,642,817,873,1111,277
squ,19,67,177,43,30,9,0,12,101,176,0,72
CG31807,0,0,0,0,0,6,0,0,0,5,28,0
CG33552,0,0,0,0,0,0,0,0,0,0,0,0
asRNA:CR44975,0,0,0,0,0,0,0,0,0,0,0,0
mir-9c,0,0,0,0,0,0,0,0,0,0,0,0
mir-306,0,0,0,0,0,0,0,0,0,0,0,0
mir-79,0,0,0,0,0,0,0,0,0,0,0,0
mir-9b,0,0,0,0,0,0,0,0,0,0,0,0
CR43669,0,0,0,0,0,0,0,0,0,0,0,0
CR43670,7,159,0,81,594,127,266,155,192,142,81,175
CG31808,137,112,37,0,453,269,53,126,44,0,0,0
Cyt-c-d,0,0,0,0,0,5,0,0,0,0,0,0
Cyt-c-p,1664,2328,6859,1417,2249,1448,2570,2691,2329,1478,2366,1071
VhaSFD,1469,2047,5137,997,4988,3634,2777,3785,4945,3340,4442,3055
mir-1006,0,0,0,0,0,0,0,0,0,0,0,0
CR43671,0,0,0,0,0,1,0,0,0,0,9,0
CG31812,52,24,21,22,99,29,76,114,53,91,136,33
CG17996,0,0,0,0,0,0,0,0,0,0,0,0
Prosbeta4,1394,2260,6219,1238,2786,2094,2751,3695,1542,1264,1798,984
CG17904,326,356,1326,125,406,175,307,575,612,173,505,512
glu,0,38,1,58,10,7,79,0,0,86,7,0
ChLD3,1,1,90,23,62,35,0,73,33,0,0,3
LSm7,273,536,1030,263,327,187,429,565,1082,410,815,937
BuGZ,737,341,1495,241,1056,556,434,827,873,246,685,751
yellow-b,148,972,630,504,988,454,793,421,1053,565,1304,1365
ppk17,0,63,0,18,26,3,0,1,0,24,0,0
Mhc,0,6,0,0,0,0,0,0,110,0,0,0
Cyt-b5-r,0,0,0,0,0,0,0,0,9,0,0,399
CG17928,95,0,0,0,22,16,94,107,0,0,57,134
Ugt37C2,0,0,0,0,0,0,0,0,0,0,0,0
Ugt37E1,0,0,0,0,0,0,0,0,0,0,0,0
Ugt37D1,0,0,0,0,282,0,0,0,0,0,0,0
CG13280,0,0,0,4,0,0,0,0,0,0,3,23
CG13272,5,2,0,59,26,31,0,0,1054,579,930,1199
mdy,1119,1263,1594,738,2014,458,448,1078,466,514,835,837
Cse1,141,853,1742,286,115,394,239,741,1904,1803,1550,1141
AspRS-m,139,163,420,233,296,109,154,224,360,48,396,252
CG13282,0,0,7,0,0,2,6,0,0,6,0,0
Nepl9,0,0,0,0,0,0,0,0,0,0,0,0
SclA,0,0,0,0,0,0,0,0,0,0,0,0
SclB,0,0,0,0,0,0,0,0,0,0,0,0
CG13284,0,224,1,0,610,193,397,409,51,0,0,0
CG31810,0,0,0,0,38,28,76,93,0,0,0,0
CG31809,0,41,116,29,60,18,0,5,0,0,5,0
CG6012,0,9,0,0,0,0,0,0,0,0,0,418
lncRNA:CR43858,0,0,0,0,0,0,0,0,0,0,0,1
lncRNA:CR31781,0,0,0,0,0,0,9,0,0,0,7,0
CG32832,0,0,0,0,0,0,0,0,0,0,0,0
CG34313,0,0,0,0,0,0,0,0,0,0,0,0
CG31743,0,0,0,0,0,0,0,0,0,0,0,0
CG6115,520,685,1666,350,760,504,690,880,1043,553,1057,658
tweek,53,242,2,70,211,53,117,7,266,435,172,514
lncRNA:CR44392,1,0,0,3,0,0,0,0,0,0,0,0
CG42556,0,0,0,0,45,3,55,47,0,0,0,0
CG31805,0,0,0,0,0,0,0,0,0,0,0,0
CG12288,290,292,322,96,123,95,75,144,498,278,443,460
ApepP,780,1088,2992,485,1548,1274,1020,1456,1570,1622,2223,580
lncRNA:CR43053,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44393,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45285,0,0,0,0,0,0,0,0,0,0,0,0
beat-IIIb,0,0,0,0,0,0,0,0,0,0,0,0
CG44406,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44408,0,0,0,0,0,0,0,0,0,0,0,0
CG31806,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45356,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45357,0,0,0,0,0,0,0,0,0,0,0,0
CG6304,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45462,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43802,0,0,0,0,0,0,0,0,0,0,0,0
CG15136,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43819,0,0,0,0,0,0,0,0,0,0,0,0
CG12620,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45448,0,0,0,0,0,0,0,0,0,0,0,0
CG31784,0,0,0,0,0,0,0,0,0,0,0,0
beat-IIIa,0,0,0,0,0,0,0,0,0,0,0,0
CG34106,0,0,0,0,0,0,0,0,0,0,0,0
CG34169,0,0,0,0,0,0,0,0,0,0,0,0
CR44394,0,0,0,0,0,0,0,0,0,0,0,0
Gr36a,0,0,0,0,0,0,0,0,0,0,0,0
Gr36b,0,0,0,0,0,0,0,0,0,0,0,0
Gr36c,0,0,0,0,0,0,0,0,0,0,0,0
CG31750,0,0,0,0,0,0,0,0,0,0,0,0
beat-IIIc,0,12,87,29,67,5,43,0,0,0,6,0
lncRNA:CR44396,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44395,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45729,0,0,0,0,0,0,0,0,0,0,20,0
CG15140,0,0,0,0,0,0,0,0,0,0,0,0
