Geneid,WT1_quant,WT2_quant,WT3_quant,WT4_quant
CG32174,62.189277,44.544162,41.848061,43.512489
CG32176,14.831145,13.993441,17.210338,14.573102
Ndfip,24.461694,30.389144,23.008342,29.681635
Krn,33.938764,50.272007,43.926274,42.066595
CG32181,0,0,0,0
CG32182,0.228049,0.058823,0,0.250985
Ccn,0,0.182071,0.032544,0
edin,1.014004,1.819231,0,0.154819
CG32187,1.343524,0.77416,0.76643,0.577498
CG32188,0,0,0,0
CG32189,0,0,0,0
NUCB1,236.123072,318.600808,304.91476,211.456039
CG32191,0,0,0,0.25013
CG32192,0.208281,0,0,0
CG32195,2.12273,1.12327,2.807321,1.450842
CG32196,0.337401,0.238455,0,0.069683
CG32198,0,0,0,0
CG32199,0,0,0.038144,0.153789
CG32201,0,0,0,0.190381
CG32202,72.310696,47.295384,45.009728,46.206832
Spn75F,0,0.241484,0,0
CG32204,0,0,0,0.134413
CG32206,0.092434,0.015344,0.098277,0.058949
825-Oak,0,0.260291,0.340019,0.190952
CG32212,144.876661,140.025108,145.821225,148.144287
CG32213,0,0,0,0
CG32214,1.912674,1.978108,1.979376,2.497246
CG32219,0.065593,0,0,0.113493
Csas,0,0,0,0
CG32221,7.154972,7.652329,8.899818,8.727212
CG32225,0.601659,0.13535,0.641649,0.638803
Pex23,8.331091,11.651043,6.92,10.776618
gogo,0.016505,0.130954,0.205945,0.278655
CG32228,0,0,0,0
ND-MLRQ,507.716058,572.512236,511.759869,680.921136
CG32232,0,0,0,0
CG32237,0,0,0,0
TTLL1B,0,0,0,0
CG32240,0.095251,0.297871,0,0.258373
CG32241,0,0.06097,0.09036,0.058023
CG32243,78.321105,97.343981,114.388716,83.910512
CG32246,0,0.146863,0,0
CG32248,0.149352,0.838919,0.302492,3.006792
CG32249,0.838365,0.205626,10.961801,31.309917
PMP34,29.968961,25.41936,19.292749,21.82932
Claspin,7.291959,4.339774,7.910179,7.404144
Gr64f,0.26506,0,0.108014,0.142321
CG32259,0.09345,0,0.896365,0.244834
CG32260,0.089886,0.13411,0,0.100175
CG32262,3.536449,5.969576,7.360536,4.666715
CG32263,0,0,0,0
CG32264,35.278632,41.729237,36.875816,44.528765
CG32266,0.568988,0,0,0.643073
CG32267,214.030585,164.372052,189.212883,166.059775
Drsl6,0,0,0,0
CG32269,0.115708,0,0,0
CG32271,0,0,0,0
Drsl1,0,0,0,0
CG32277,0,0,0,0
CG32278,68.56193,66.565657,54.822839,62.500646
Drsl2,0,0,0,0
CG32280,165.818453,170.325859,167.323195,142.838758
CG32281,8.522382,11.883426,8.841923,8.788478
Drsl4,0,0,0,0
Drsl3,0,0,0,0
CG32284,1.280275,0,0.341308,0
Mrtf,3.319088,6.928424,6.171267,12.437231
CG32298,0.269805,0.529821,0,0.047526
CG32299,0.089203,0.27367,0,0.293949
CG32301,0.05867,0.04961,0.214713,0.030005
CG32302,0,0,0,0.039975
obst-I,0,0,0,0
CG32305,0,0,0,0
zormin,1.533224,0.871574,0.497291,3.642187
CG32313,0.250839,0,0,0.151365
CG32318,0.925449,1.9381,1.61265,1.403693
Naa30B,0.041065,0,0,0
CG32320,0,0,0,0
CG32333,0.006894,0.261639,0.556735,1.151789
Atac3,41.960056,42.874792,43.634344,44.094182
CG32344,40.535177,34.118262,40.614918,46.607494
Vps11,25.366721,30.842171,34.170703,27.280819
S-Lap2,0.062912,0,0,0.105478
CG32354,1.884537,2.551943,1.360841,2.141547
tut,3.309573,3.205299,1.831289,1.388218
CG32365,1.508659,1.70197,1.839689,2.620013
CG32368,7.570566,10.719516,7.439471,11.886226
CG32369,3.351754,6.38822,6.071158,5.370768
CG32371,0,0,0,0
CG32373,10.400208,5.815204,6.614653,4.492627
CG32374,0,0,0,0
CG32376,0,0,0,0
CG32379,0,0,0,0
SMSr,25.86134,29.521751,33.359263,29.93239
sphinx2,0,0,0,0
sphinx1,0,0,0,0
CG32391,0,0,0,0
CG32392,0.191645,0.197271,0,0.28724
CG32396,0.296276,0.113136,0,0.22864
Cpr65Aw,0,0,0,0.580021
Cpr65Av,0,0,0,0
PVRAP,0,0.037692,0,0.052844
CG32407,0.4486,0.20591,2.37989,0.394608
CG32409,193.598817,132.827125,180.264364,154.083684
QC,50.480937,54.566475,43.809693,41.269586
CG32413,0,0,0,0
vito,56.249995,37.870398,44.581995,46.316248
shep,35.917345,58.493436,53.112839,38.218611
CG32425,60.099139,46.529324,54.707473,60.723297
CG32428,119.794699,95.523165,109.61066,103.448319
CG32432,0,0,0,0
CG32436,0,0,0,0
CG32437,0,0,0,0
SMC5,28.805808,30.81145,31.107793,30.513453
CG32440,0,0,0,0
CG32441,211.158094,204.056098,197.52239,198.519215
Arv1,35.602358,45.292469,44.475235,36.377739
CG32445,0,0,0.023491,0.030259
Atox1,309.594997,328.082958,293.184552,188.066725
CG32447,94.625839,258.103263,239.661602,194.978152
CG32448,42.635263,50.256092,37.142981,45.893658
CG32450,0.590827,0.272274,0,0.065867
SPoCk,22.597696,36.984917,18.447894,36.794978
CG32452,15.304669,17.289794,23.462276,16.067673
CG32453,0,0,0,0
CG32457,0,0,0,0
CG32459,0,0.070323,0.60282,0.266025
CG32461,0,0,0,0
CG32462,3.313344,1.339445,2.277605,0.786429
Tengl2,0,0,0,0
CG32473,34.423855,46.114249,44.269645,42.009176
mthl8,0,0,0.018012,0
mthl14,0.343268,0.215388,2.565863,1.295483
Usp10,10.386997,22.570967,11.202894,23.165122
CG32483,0,0.194555,0,0
Sk2,89.681084,90.747652,89.737154,87.620592
CG32485,2.74768,2.962094,1.939985,2.362783
CG32487,0,0,0,0
CG32488,0,0,0,0
Gss2,103.056021,94.692463,121.880938,87.16266
Cda4,95.602296,57.640073,70.619544,102.925448
CG32506,0,0,0.010648,0.007618
CG32507,0,0,0,0
CG32512,4.213185,11.104705,11.6331,7.132788
CG32521,119.244043,50.74233,97.111557,76.820876
CG32523,0,0,0,0.0998
parvin,86.255729,70.102079,91.377704,82.1767
Hers,3.178918,3.186634,2.737877,4.016261
CG32532,0,0,0,0
CG32533,26.542305,21.429871,27.233387,33.877107
CG32536,73.916337,62.82267,82.197178,45.573123
CG32537,23.487289,25.219482,21.779035,21.35261
CG32544,1.417254,2.126103,1.902228,0.810753
CG32547,0.131727,0.029807,0.058564,0.049709
CG32548,0,0,0,0
CG32549,18.060332,39.485716,21.62618,20.242604
CG32551,0,0,0,0
CG32554,19.839246,13.945315,20.523664,12.667094
CG32557,0,0.049877,0,0
CG32563,0,0,0,0.136372
CG32564,0.105073,0,0,2.98202
CG32568,2.423318,1.229165,0.929699,0.929287
TwdlZ,0,0.206704,0,0
TwdlY,0.344438,0.059727,0.329414,0.042558
TwdlX,0,0.079931,0,0.028349
CG32572,0.36883,0.292134,0.904872,0.356037
CG32573,1.066795,0.31828,0.732651,0.754689
Twdlalpha,2.206631,1.190108,1.702878,1.629254
CG32576,104.074517,82.235333,94.707733,83.014243
CG32579,40.325243,35.583653,37.42874,33.762351
Muc14A,0,0,0,0
CG32581,121.26313,119.081164,133.999665,111.35114
CG32588,0,0,0,0
CG32590,66.748696,49.829308,64.437715,50.098587
CG32591,0,0,0,0
be,25.440744,27.271668,35.290616,27.143797
betaNACtes6,0,0.00343,0,0.004373
dpr8,0,0,0.033189,0
betaNACtes3,0,0.029087,0,0.04204
Muc12Ea,0,0,0,0
CG32603,0,0,0.033115,0
CG32625,0.235476,1.31953,0.315007,1.279532
AMPdeam,43.369416,60.008174,122.728094,65.021455
CG32631,0,0,0,0
CG32633,0,0,0,0
CG32638,23.850257,31.059608,34.792942,36.946516
CG32639,5.743395,0.375543,5.369331,1.169639
CG32640,905.372214,803.39926,957.004452,704.635591
CG32641,1069.346037,814.158523,957.543025,769.551729
CG32642,0,0,0,0
CG32643,0,0,0,0
Mur11Da,0,0,0,0
CG32645,0.517381,2.442097,0.072366,0.549448
CG32647,0.077201,0,0.045994,0.066455
CG32649,27.881912,24.824433,23.134892,23.859342
CG32650,9.967921,3.083153,5.507907,5.942539
CG32651,0,0,0,0
Sec16,3.75548,6.020967,3.019762,9.668245
CG32655,5.044314,1.261381,5.169653,0.648063
Muc11A,0,0,0,0
Drak,6.598876,7.680823,7.765958,9.506285
ssp7,2.119338,0.935622,2.65891,1.742142
CG32668,0.015215,0.208549,0,0
CG32669,0,0.119514,0,0.405888
Rab9Fb,0.384885,0.470199,0,0
Rab9Fa,0,0,0,0
Atg8a,666.094324,579.633646,734.686627,548.368164
Rab9E,0,0.156632,0,0
Tango5,29.496111,35.238554,29.027059,24.983656
stx,18.165919,34.610326,20.443892,31.618222
X11Lbeta,0.027433,0.049677,0.003184,0.045251
CG32679,0,0,0,0.260729
CG32681,0.146181,0.274724,0,0.157577
CG32683,0,0.012532,0,0
ZAP3,9.088064,10.616694,7.301412,14.163423
CG32686,0.139269,0.178438,0.164456,0.27637
CG32687,0.382563,0.497878,0.518141,1.342134
Gr9a,0.252122,0,0,0
CG32694,2.452002,0.360344,0.699013,0.659013
CG32695,0,0,0,0.54478
CG32698,0.295356,0.178695,0.578286,0.453703
LPCAT,17.023825,26.181527,18.60813,21.345487
Cubn,0.208173,0.227707,0.206005,0.335792
Erk7,0,0.032979,0.0364,0
Ir8a,0,0,0,0
CG32706,2.51427,4.522913,4.646348,4.160266
APC4,15.676922,10.753728,20.068194,12.867035
CG32708,78.969178,46.750797,67.152121,44.270683
CG32712,0.582413,1.350303,0.406885,0.265634
CG32713,0,0,0,0
CG32718,0,0,0,0
CG32719,0.013265,0,0,0
CG32720,0,0,0.69266,0
CG32726,0,0,0,0.489996
CG32732,47.59657,34.083449,45.730708,39.127256
CG32736,44.338714,35.780828,54.05041,43.490103
CG32750,0,0,0,0
CG32751,0,0,0,0
CG32755,0.417925,0.482346,0.322941,0.625051
CG32756,9.433157,12.398655,11.100126,9.297437
CG32758,23.840112,25.524282,29.509488,27.947965
CG32762,0,0,0,0
CG32767,5.773578,6.497423,6.505884,9.201534
CG32772,32.272386,47.733668,35.908077,59.428408
Muc4B,0,0,0,0
CG32783,0.799773,1.773073,1.252449,1.052829
CG32786,1.996548,2.175877,1.619572,1.767003
DIP-alpha,0.634457,0.164937,0.746069,0.347933
ppk8,0,0.048444,0,0.023394
CG32793,0.030799,0,0,0.14302
CG32797,0,0,0.413293,0
CG32801,1.740728,0.551842,2.843877,0.510181
CG32803,128.916704,90.090961,109.583656,102.571522
CG32806,0,0,0,0
CG32808,5.777255,4.562466,2.614292,6.18328
CG32811,1.028269,0.243123,0,0.175929
CG32813,2.509147,3.962129,2.44286,5.094568
CG32814,0.175788,0.075816,1.425571,0.212367
CG32815,0.413191,0.301099,0.351596,0.48053
CG32816,1.574723,7.882374,2.977503,6.230047
CG32817,26.182694,42.522467,23.159738,31.579246
CG32819,0,0.047029,0.222188,0.144182
CG32820,0,0,0,0
Sdic3,5.122069,5.247855,6.863729,4.788513
CG32829,0.427911,0.527792,1.525575,0.702931
CG33695,108.285627,74.099176,102.47582,87.967461
CG32832,0,0,0,0
CG32833,0,0,0,0
CG32834,0,0,0,0
Dh31-R,5.272126,8.820792,10.803128,13.187299
CG32845,4.699427,4.483671,8.938527,5.416649
CG32846,0,0,0,0
CG32847,0.377301,1.098855,0.858412,0.083537
CG32850,26.431812,36.304522,60.715558,23.515809
CG32855,0.084685,0.025306,0,0.035709
CG32856,64.098866,59.443803,69.630149,80.605526
CG32857,54.276212,33.107324,49.256329,28.793645
CG32939,71.982533,81.647581,68.86391,64.729765
CG32944,0.063643,0.199719,0.359813,0.10724
CG32945,0,0,0,0
CG32971,0.100913,0.122731,0,0.089319
CG32982,21.932357,30.436679,34.913613,33.673997
CG32983,0,0,0,0
CG32984,0,0,0,0
CG32985,0,0,0,0
CG32986,0,0,0,0
CG32987,0,0,0,0
CG32988,0,0,0,0
mRpL27,701.565272,348.585412,424.599845,360.310259
CG33003,0,0,0.041087,0.055047
CG33012,0,0,0,0
CG33017,0.114545,0,0,0
CG33051,62.027847,53.777377,57.64098,62.010005
CG33052,37.783605,54.818485,36.608977,38.758945
CG33054,17.700602,16.372725,16.514836,24.679569
CG33056,8.012035,15.336879,6.349433,9.853192
CG33057,0.196042,0,0,0.443463
CG33060,0,0,0,0
CG33061,0,0,0,0
CG33062,20.45025,14.130223,10.847341,17.249803
CG33080,0.740482,0.43946,0.392915,0.76289
CG33082,11.339317,10.363792,12.597875,10.656667
LRP1,2.864425,2.985371,2.519567,3.379247
P5CDh2,0.216759,0.15089,0.092655,0.090365
CG33093,0,0,0,0
Synd,30.322642,38.814979,47.183238,46.236967
CG33095,40.781819,67.050689,53.110176,59.419729
CG33096,16.936735,24.953173,20.246557,19.232749
CG33098,0,0,0,0
CG33099,9.917232,6.664164,11.268647,11.105534
eIF4EHP,150.768629,123.868333,173.456753,118.830765
p24-2,152.896115,194.217548,225.579372,153.083975
CG33107,12.201202,9.761654,12.976569,7.815188
CG33108,74.063148,51.89606,60.141693,52.882506
CG33109,0,0,0,0
CG33110,0,0.026566,0,0
CG33111,73.705308,84.056615,100.590271,79.559154
Rtnl1,368.471741,423.070023,399.08086,434.261996
CG33116,61.475253,60.704575,81.127785,56.831117
Victoria,0,0.092497,0,0
CG33120,0.125557,0,0,0.053019
Spn28Db,0,0.094793,0,0
CG33124,0,0.155565,0,0
CG33125,0,0,0,0
NLaz,1.77263,3.501861,0.223636,2.524291
CG33127,0.097091,0,0,0.170118
CG33128,0,0,0,0
CG33129,568.124349,608.472298,671.701874,515.115599
CG33136,0,0.22961,0.030072,0.0539
CG33137,3.300713,4.473819,4.344038,4.24158
AGBE,72.923937,64.409891,62.291592,57.228227
CG33140,0.215183,0.405896,0.222742,0.376359
CG33143,0.010246,0.194645,0.01268,0.092746
CG33144,7.074594,15.166476,9.040045,15.394928
GalT1,25.552501,33.352178,27.914482,27.761723
Hs3st-A,0,0.00519,0.022062,0
CG33155,241.200749,207.952484,194.584798,214.595005
CG33156,67.760267,40.195924,56.691548,49.265243
CG33158,21.040122,17.983291,20.998197,20.76075
CG33159,0,0,0,0
CG33160,0,0,0,0
CG33169,132.489103,260.382334,192.764517,119.401711
CG33170,216.82527,196.861945,210.190881,206.724944
CG33172,7.651196,6.376123,14.189761,7.667318
CG33177,0,0,0,0
CG33178,5.055295,2.940194,6.78269,3.69315
beat-IIIb,0.049313,0.057248,0.461659,0.053513
Ranbp16,24.050203,36.449513,35.618779,28.52659
CG33181,6.343975,13.826365,5.894913,13.267426
Kdm4B,13.065143,15.164398,13.566189,20.392303
CG33189,0,0,0,0.078081
CG33191,0,0,0,0
MtnD,0.335901,0.413736,0,0
sav,35.992642,37.857302,34.031545,36.994875
CheA29a,2.252035,0.893642,0.929382,2.005137
dpy,4.351051,2.055715,2.259181,3.192767
pen-2,110.523331,131.336365,127.511855,97.977334
CG33199,86.329678,85.484916,76.324729,77.075452
VepD,12.841444,12.764078,20.124264,13.828304
dpr11,0.053541,0,0,0
CG33203,0.014379,0,0,0
pxb,12.195197,18.365138,11.170674,14.005447
Mical,2.45331,2.011465,2.720081,3.889269
CG33213,18.653136,16.013684,19.794083,21.597745
CG33217,61.868807,61.000208,79.339034,59.868616
CG33223,0.084964,0,0,0
CG33225,0.506975,0.06855,0.480373,1.180042
CG33229,70.039475,89.709356,99.68548,42.984642
CG33230,17.413623,15.208052,21.487119,15.027859
CG33233,0,0,0,0
CG33234,0,0,0,0
Ste:CG33236,0.067137,0,0,0
Ste:CG33237,3.40E-05,0.17662,0.378333,0
Ste:CG33238,0,0,0,0
Ste:CG33239,1.40E-05,0,0,0
Ste:CG33240,0,0,0,0
Ste:CG33241,1.40E-05,0,0,0
Ste:CG33242,0.166878,0,0,0
Ste:CG33243,0,0,0,0
Ste:CG33244,0,0,0,0
Ste:CG33246,9.40E-05,0,0,0
Ste:CG33247,1.00E-06,0.006277,0,0
CG33252,0,0,0,0
CG33257,0,0,0,0
CG33258,0,0,0,0
CG33260,9.281915,8.252551,8.207767,9.084377
CG33262,0,0,0,0
CG33263,0,0,0,0
Muc68E,0,0,0,0
CG33267,1.055094,1.701039,5.488692,1.222654
CG33269,0,0,0,0
CG33270,0.209678,0,0,0
CG33271,0,0,0,0.274479
CG33272,0,0,0,0
Urm1,100.665943,119.061958,105.781926,111.902787
CG33278,0,0,0,0
CG33281,0,0,0,0
CG33282,0,0,0,0
CG33284,0.322137,0.166751,0.240321,0.039705
CG33285,0,0.094321,0,0
CG33286,0,0,0,0
CG33287,0,0,0,0
CG33288,0.046075,0,0,0.009584
ppk5,0,0,0,0
CG33290,0.191098,0.178313,0,0
CG33293,0,0.118911,0.582656,0
CG33296,0,0,0,0
CG33299,0,0,0,0
Muc30E,0,0,0.061929,0.030568
CG33301,0,0,0,0
Cpr31A,4.554721,0.645855,0.479477,2.332202
CG33303,354.186508,462.216629,376.671556,389.121501
CG33306,0,0,0,0
CG33307,0.436191,0.345373,0.680904,0.899362
CG33309,0,0,0,0
CG33310,0,0,0,0
CG33322,0,0,0,0
CG33325,0,0,0,0
Sp212,0.623989,0.515059,0.429269,0.242649
CG33333,0.220533,13.551357,29.753775,49.564226
CG33337,0,0,0,0
CG33339,0,0,0,0
CG33340,0,0,0,0
CG33341,0,0,0,0
CG33346,0,0,0,0.661959
CheB42a,0,0,0,0.260351
ppk25,0.070905,0.021422,0,0.061209
CG33453,0,0,0,0
CG33454,0,0,0,0
CG33458,0.139227,0.592848,0.850237,0.616834
CG33459,0.61716,0.113548,0,4.488636
CG33460,1.718241,1.387603,2.417549,7.5748
CG33461,0,0,0,0
CG33462,0,0,0,0
CG33463,0,0,0,0.279112
CG33465,1.883701,3.222984,4.04665,13.155688
CG33467,0,0,0,0
CG33468,0,0.0817,0.939378,0.477604
CG33469,0.31679,0.950999,0.289175,1.114878
CG33470,1.43359,1.235236,0.483671,1.427306
CG33474,1.826494,1.279952,1.284875,1.507392
CG33475,0,0,0,0
CG33476,0,0,0,0
CG33477,0,0,0,0
dpr7,0,0,0.779533,0.238666
CG33483,0,0,0,0
CG33489,0,0,0,0
CG33490,0,0,0.018172,0
CG33493,4.642034,3.011544,0.718799,4.259432
CG33494,4.09676,1.926248,2.772647,10.44156
Sdic2,0.132593,0,0,0
Sdic4,0,0.097721,0,0
CG33500,0.324977,0,0,0
CG33502,26.443407,6.664273,9.062824,16.059636
Cyp12d1-d,0,0,0,0
U3-55K,37.450749,38.903857,43.432916,38.32258
CG33506,97.466918,64.044944,66.871358,80.240386
ppk13,0.064446,0,0,0
CG33509,0,0,0,0
CG33510,0,0,0,0
CG33511,0,0,0,0
dpr4,0,0,0,0
Nmdar2,0,0.090907,0,0.013719
CG33514,0.594367,0.896891,1.028946,0.797922
dpr3,0.031465,0,0,0
Dop2R,0,0,0,0
Unc-89,0.029638,0.052486,0,0.070526
CG33523,87.732281,90.944796,81.739597,87.194518
PNUTS,66.283581,72.88124,70.959657,80.083093
SIFa,0.382657,0.244998,0.895685,0.118013
Acp53C14c,0,0,0,0
Ddr,2.331358,2.546434,2.35466,4.099779
lectin-37Da,1.078412,0.183771,0,0
lectin-37Db,0.789367,0.142103,0,0
upd3,1.927017,2.1624,1.734832,1.932967
CG33543,0.116218,0,0,0.191706
Vkor,0,0,0,0
Rim,0,0.004839,0.32511,0.060113
SmydA-8,0,0.114271,0,0
CG33552,0.571544,0.743775,1.189158,1.071418
Nipped-A,8.063477,8.510289,8.927543,7.700705
form3,1.735468,1.376241,1.061342,2.356494
CG33557,0.197245,0.305474,0,0
mim,6.562258,10.108025,12.087927,11.93992
CG33626,0,0,0,0
CG33627,0,0.166978,0,0
CG33630,0,0,0,0
CG33631,0,0,0,0
CG33632,0,0.194098,0,0.262498
CG33635,60.965455,60.701253,50.383047,51.735088
CG33639,0.010502,0.061032,0.097001,0.197367
CG33640,2.013871,1.169573,0,0.395315
CG33641,0.509842,0.531177,0,0.109339
CG33642,0,0.43336,0,0
CG33643,0,0.1949,0,0.131772
CG33644,0.382068,0.205069,0,0
CG33645,0.1849,0,0,0
CG33647,0,0.190955,0,0
CG33648,0.138627,0,0,0
Cadps,0.57968,1.483527,0.900136,1.202148
CG33654,0,0,0,0
CG33658,0,0,0.419785,0
CG33664,0,0,0,0
CG33665,0,0,0,0
CG33666,0,0,0,0
CG33667,0,0,0,0
CG33668,0,0.088667,0,0
CG33669,0,0,0,0
CG33673,0,0,0,0
CG33679,1.245953,0.66477,0.786124,0.604174
CG33680,0,0,0,0
CG33687,0.676344,0.547521,1.373805,2.296514
CG33688,0,0,0,0
CG33689,0,0,0,0
CG33690,0,0,0,0
CNMaR,0.019456,0,0.047621,0.111091
CG33700,0,0,0,0
CG33702,0,0,0,0
CG33703,0,0,0,0
CG33704,0,0,0,0
CG33710,0,0,0,0.103447
CG33721,0,0,0,0
CG33723,0.183219,0.388196,0,0.524995
CG33725,0,0,0,0
CG33752,0.168713,0,0,0
CG33757,0,0,0,0
CG33758,0.338587,0,0,0
CG33764,0,0.097049,0.105376,0
CG33766,0,0,0,0
CG33767,0,0,0,0
CG33768,0,0,0,0
CG33769,0,0,0,0
CG33770,0,0,0,0
CG33771,0,0,0,0
CG33772,0,0,0,0
CG33773,0,0,0,0
CG33774,421.350886,923.057749,768.416557,722.692085
CG33775,0,0.179754,0.094502,0
CG33777,0,0.29602,0,0
CG33783,0,0,0,0
CG33784,0,0,0,0
CG33792,0,0,0,0.244998
CG33795,1.288388,0.877051,1.269721,0.131772
CG33796,0,0,0,0.262498
CG33798,0,0,0,0
His1:CG33801,0.166151,0.112924,0,0.287858
His3:CG33803,10.572594,18.716153,19.661923,20.029656
His1:CG33804,1.337299,9.608314,0,1.40E-05
His1:CG33807,0,0,0,0
His2A:CG33808,0,0,0,0
His1:CG33810,0.004658,0.820905,0.000172,0.419623
His1:CG33816,3.966866,0.820905,0.597056,0.000262
His3:CG33818,0.424703,0.703751,0.386117,0.34033
His1:CG33822,0.004287,0.76913,0.000162,0.394714
His2A:CG33832,88.516263,147.283386,124.022333,164.006643
His1:CG33834,0,0.132415,0,0
His1:CG33837,3.23489,0.002714,3.244711,0.00385
His1:CG33852,0.003716,0.002714,9.00E-04,6.612345
His2A:CG33853,0,0,0.189877,0
His1:CG33855,0.000183,0.172936,0,0.786593
His1:CG33861,0.160311,0.172936,0,0.000492
His2B:CG33868,12.395584,132.86834,95.256303,202.282306
His4:CG33869,0,0,0,0
His2B:CG33870,23.795286,61.64905,53.095369,64.125666
His4:CG33871,0.698652,0,0,0
His2B:CG33872,9.043451,49.799226,41.951247,66.742337
His4:CG33877,0,0,0.465159,0
His2B:CG33882,1.00E-06,12.386848,0.00029,0.851343
His4:CG33883,15.457561,23.907271,27.573358,24.040269
His2B:CG33890,6.00E-06,9.877326,0.00566,6.207702
His4:CG33891,0,0,0,0
His2B:CG33902,0.951782,9.70814,0.001574,0.630675
His4:CG33907,0,0,0,0
CG33912,0,0,0,0
CG33914,0,0,0,0
CG33919,0,0,0.17084,0
CG33920,0,0,0,0
CG33922,0,0,0,0
CG33923,0,0,0,0
CG33926,0.678028,0.146142,0.484856,0.351919
CG33927,0.317624,0.096651,0.201762,0.13073
CG33928,0.511905,0,0,0.524995
CG33958,0,0,0,0.112291
CG33965,0,0,0,0
CG33966,0,0,0,0
CG33969,44.900668,32.063317,37.276639,35.561937
CG33970,1.854754,3.629993,2.933951,2.361713
Ir62a,0.024166,0.203113,0.3166,0.308321
CG33977,196.727823,192.38711,174.54394,170.285664
CG33978,19.599809,17.059998,20.019866,16.739806
obst-H,0.28332,0.348838,0,0.200041
CG33985,0,0.161487,0,0
CG33986,0,0,0,0
Mid1,0.038765,0.003567,0,0
CG33993,10.62817,14.03052,10.067067,19.377441
CG33995,4.529852,2.908407,4.580673,2.590996
CG33998,0,0,0,0
CG34001,32.036826,30.84502,28.724888,30.022999
CG34002,0,0.028601,0,0
NimB3,0.144698,0,0.30366,0.928541
CG34005,0,0,0,0
CG34007,0.349305,0.103434,0,0
CG34008,12.968257,13.005958,14.558792,15.644708
Glyat,0.575905,0.443741,0.406573,0.643598
CG34011,0,0,0,0
CG34012,0.124694,0.471472,0,0
CG34015,47.423396,45.938525,44.087213,36.812404
CG34021,0,0.20377,0,0
CG34025,0,0,0,0
CG34026,0,0,0,0
CG34027,0,0,0,0.05174
CG34028,0,0,0,0
CG34029,0,0,0,0
CG34030,0,0,0,0
CG34031,0.337131,0,0.410949,0
CG34033,0,0,0.087597,0
CG34034,0.774086,0,0,0.115035
CG34038,33.133616,11.183047,22.029257,26.298659
CG34039,27.158882,33.32723,27.692506,31.669628
CG34040,0,0,0,0
CG34041,0,0,0,0
CG34043,0,0,0,0
CG34045,0,0,0,0
CG34049,0,0,0,0
CG34051,1.247285,0.819334,1.361285,0.603615
CG34054,0.51064,0,0.26041,0
CG34056,137.556208,146.011899,128.405464,120.987929
CG34057,3.997374,4.043051,9.395684,5.470356
ND-AGGG,1082.716457,917.841134,956.643152,1060.850794
CG40006,6.884669,11.80959,5.710141,11.235338
CG40045,872.793613,742.153018,763.078873,779.914153
ARY,0,0,0,0
CG40160,188.434313,189.83713,198.163835,182.675372
CG40178,29.194651,33.02381,30.556831,31.634294
CG40191,78.040186,109.501966,108.082272,83.462142
CG40198,0.092559,0.023394,0,0
MFS17,64.842223,59.30092,75.740765,47.389777
CG40298,0.085808,0,0,0.066592
CG40439,278.268494,188.321057,226.341137,213.407918
CG40470,0.217952,0.707379,0.871848,0.304772
pain,52.998901,88.660072,82.098613,73.213339
CG15468,0.281169,0,0.503755,0
CG13164,0,0,0,0
HSPC300,285.10045,365.523567,369.314018,401.832747
Nup153,6.274087,9.73739,8.789753,16.15515
His2B:CG17949,2.161937,35.060024,71.651512,21.258148
CG18003,0.280335,0,0,0
CG33671,181.928824,83.772848,125.031418,116.011419
CG33785,159.220267,98.210732,156.411145,123.937929
CG30270,0,0,0,0
Ube3a,17.313539,27.687459,20.104795,29.837111
Zwilch,41.952751,37.305062,48.59024,39.904113
loj,153.884327,246.47268,148.244131,175.04342
endos,380.220599,378.532775,406.970683,368.584773
